hhid,itemcode,itemname,groupcode,groupname,gafed,adm1
1043-001-01,205,Irish potatoes,2,Starches,169.26555898240662,2
1043-001-01,301,Sugar,7,Sugar and sweets,11.375373587527324,2
1043-001-01,801,Goat meat,9,"Meat, meat products and fish",32.988583403829246,2
1043-001-01,901,Fresh milk,12,Milk and milk products,672.0570715511145,2
1043-001-01,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,18.974123143995577,2
1043-001-01,1001,Cooking oil,11,Oil and fats,20.703179929299733,2
1043-001-01,1003,Salt,13,Spices and other foods,5.687686793763662,2
1043-001-01,1081,Wheat flour,1,Cereals and cereal products,34.12612076258198,2
1043-001-01,1101,Tea dry,6,Beverages,1.1375373587527327,2
1043-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",22.75074717505466,2
1043-001-01,6011,Onions,4,Vegetables,11.946417341621196,2
1043-001-01,6012,Tomatoes,4,Vegetables,21.626860264606954,2
1043-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,11.346758905698334,2
1043-001-01,6023,Other green vegetable,4,Vegetables,56.601390374965305,2
1044-001-01,105,Maize (flour),1,Cereals and cereal products,57.43763581456164,2
1044-001-01,1001,Cooking oil,11,Oil and fats,10.46513724541313,2
1044-001-01,1003,Salt,13,Spices and other foods,5.743763581456164,2
1044-001-01,6011,Onions,4,Vegetables,10.22389917499197,2
1044-001-01,6012,Tomatoes,4,Vegetables,22.51555323930816,2
1044-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,16.606710665882392,2
1044-001-01,6023,Other green vegetable,4,Vegetables,38.004948289474704,2
1045-001-01,102,Rice (husked),1,Cereals and cereal products,57.43763581456164,2
1045-001-01,105,Maize (flour),1,Cereals and cereal products,114.87527162912328,2
1045-001-01,301,Sugar,7,Sugar and sweets,14.35940895364041,2
1045-001-01,701,Ripe bananas,5,Fruits,48.82199044237739,2
1045-001-01,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",11.487527162912327,2
1045-001-01,1001,Cooking oil,11,Oil and fats,13.081421556766413,2
1045-001-01,1003,Salt,13,Spices and other foods,7.179704476820205,2
1045-001-01,1101,Tea dry,6,Beverages,0.7179704476820205,2
1045-001-01,4011,Peas,3,"Pulses, dry",9.508585332475212,2
1045-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",172.31290744368494,2
1045-001-01,6011,Onions,4,Vegetables,12.779873968739963,2
1045-001-01,6012,Tomatoes,4,Vegetables,56.288883098270404,2
1045-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,41.51677666470598,2
1045-001-01,6023,Other green vegetable,4,Vegetables,19.002474144737352,2
1059-001-01,102,Rice (husked),1,Cereals and cereal products,108.5290372792068,2
1059-001-01,105,Maize (flour),1,Cereals and cereal products,0.23008155903191843,2
1059-001-01,203,Sweet potatoes,2,Starches,0.7402548574740138,2
1059-001-01,301,Sugar,7,Sugar and sweets,43.41161491168272,2
1059-001-01,501,Groundnuts in shell/shelled,8,Nuts and seeds,75.97032609544476,2
1059-001-01,801,Goat meat,9,"Meat, meat products and fish",196.70888006856234,2
1059-001-01,807,Eggs,10,Eggs,4.7210131216454965,2
1059-001-01,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",5.42645186396034,2
1059-001-01,901,Fresh milk,12,Milk and milk products,57.24906716478159,2
1059-001-01,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,45.25660854542924,2
1059-001-01,1001,Cooking oil,11,Oil and fats,29.62842717722346,2
1059-001-01,1003,Salt,13,Spices and other foods,5.42645186396034,2
1059-001-01,1101,Tea dry,6,Beverages,1.0852903727920682,2
1059-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",32.55871118376204,2
1059-001-01,6011,Onions,4,Vegetables,15.91817095581582,2
1059-001-01,6012,Tomatoes,4,Vegetables,53.179228266811336,2
1059-001-01,8042,Other poultry,9,"Meat, meat products and fish",21.70580745584136,2
1059-001-03,107,Millet and sorghum (flour),1,Cereals and cereal products,307.87756494427543,2
1059-001-03,203,Sweet potatoes,2,Starches,258.61715455319137,2
1059-001-03,501,Groundnuts in shell/shelled,8,Nuts and seeds,17.104309163570857,2
1059-001-03,901,Fresh milk,12,Milk and milk products,63.15766158648539,2
1059-001-03,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,49.927478448463326,2
1059-001-03,1003,Salt,13,Spices and other foods,4.276077290892714,2
1059-001-03,6023,Other green vegetable,4,Vegetables,39.611124591824556,2
1059-001-03,8041,Chicken,9,"Meat, meat products and fish",22.235601912642114,2
1060-001-01,105,Maize (flour),1,Cereals and cereal products,359.0243078165928,2
1060-001-01,6023,Other green vegetable,4,Vegetables,37.613158041595725,2
1062-001-01,102,Rice (husked),1,Cereals and cereal products,72.4025366821224,2
1062-001-01,107,Millet and sorghum (flour),1,Cereals and cereal products,482.68357788081596,2
1062-001-01,203,Sweet potatoes,2,Starches,709.5448594847994,2
1062-001-01,301,Sugar,7,Sugar and sweets,72.4025366821224,2
1062-001-01,701,Ripe bananas,5,Fruits,6.1542156179804035,2
1062-001-01,704,Sugarcane,5,Fruits,24.134178894040797,2
1062-001-01,801,Goat meat,9,"Meat, meat products and fish",52.49183909453874,2
1062-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",85.36901548386994,2
1062-001-01,901,Fresh milk,12,Milk and milk products,534.6927333974738,2
1062-001-01,1001,Cooking oil,11,Oil and fats,10.993118486235584,2
1062-001-01,1003,Salt,13,Spices and other foods,6.033544723510199,2
1062-001-01,1081,Wheat flour,1,Cereals and cereal products,72.4025366821224,2
1062-001-01,1101,Tea dry,6,Beverages,0.30167723617550996,2
1062-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",48.26835778808161,2
1062-001-01,6011,Onions,4,Vegetables,5.369854803924077,2
1062-001-01,6012,Tomatoes,4,Vegetables,7.663084482435834,2
1062-001-01,6023,Other green vegetable,4,Vegetables,15.968941058754693,2
1062-001-01,7031,Mangoes,5,Fruits,17.376608803709374,2
1062-001-01,8041,Chicken,9,"Meat, meat products and fish",15.687216281126519,2
1062-001-01,8081,Dagaa (fresh),9,"Meat, meat products and fish",4.826835778808159,2
1064-001-01,102,Rice (husked),1,Cereals and cereal products,69.5789377194634,2
1064-001-01,104,Maize (grain),1,Cereals and cereal products,69.5789377194634,2
1064-001-01,105,Maize (flour),1,Cereals and cereal products,69.5789377194634,2
1064-001-01,203,Sweet potatoes,2,Starches,254.70900888839404,2
1064-001-01,301,Sugar,7,Sugar and sweets,34.7894688597317,2
1064-001-01,603,"Canned, dried, and wild vegetables",4,Vegetables,34.7894688597317,2
1064-001-01,801,Goat meat,9,"Meat, meat products and fish",50.44472984661096,2
1064-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",61.52980631330663,2
1064-001-01,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",34.7894688597317,2
1064-001-01,1001,Cooking oil,11,Oil and fats,15.84660306560779,2
1064-001-01,1003,Salt,13,Spices and other foods,10.43684065791951,2
1064-001-01,1101,Tea dry,6,Beverages,2.0873681315839017,2
1064-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",34.789468859731706,2
1064-001-01,6011,Onions,4,Vegetables,15.481313642580604,2
1064-001-01,6023,Other green vegetable,4,Vegetables,23.019261609252997,2
1064-001-01,8041,Chicken,9,"Meat, meat products and fish",67.83946427647682,2
1076-001-01,104,Maize (grain),1,Cereals and cereal products,38.789685379430416,2
1076-001-01,105,Maize (flour),1,Cereals and cereal products,543.0555953120258,2
1076-001-01,301,Sugar,7,Sugar and sweets,9.697421344857604,2
1076-001-01,901,Fresh milk,12,Milk and milk products,143.23091326354682,2
1076-001-01,1001,Cooking oil,11,Oil and fats,8.834350845165277,2
1076-001-01,1003,Salt,13,Spices and other foods,3.8789685379430416,2
1076-001-01,1101,Tea dry,6,Beverages,0.9697421344857604,2
1076-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",77.57937075886085,2
1076-001-01,6011,Onions,4,Vegetables,8.630704996923267,2
1076-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,28.037760989872563,2
1076-001-01,6023,Other green vegetable,4,Vegetables,89.8313428358026,2
1077-001-01,102,Rice (husked),1,Cereals and cereal products,76.94736843939333,2
1077-001-01,104,Maize (grain),1,Cereals and cereal products,198.52421057363478,2
1077-001-01,105,Maize (flour),1,Cereals and cereal products,692.5263159545399,2
1077-001-01,107,Millet and sorghum (flour),1,Cereals and cereal products,38.473684219696665,2
1077-001-01,109,Bread,1,Cereals and cereal products,38.473684219696665,2
1077-001-01,205,Irish potatoes,2,Starches,71.5610526486358,2
1077-001-01,301,Sugar,7,Sugar and sweets,57.710526329545,2
1077-001-01,704,Sugarcane,5,Fruits,19.236842109848332,2
1077-001-01,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",19.236842109848332,2
1077-001-01,901,Fresh milk,12,Milk and milk products,142.06407898122993,2
1077-001-01,1001,Cooking oil,11,Oil and fats,35.01105263992396,2
1077-001-01,1003,Salt,13,Spices and other foods,7.694736843939332,2
1077-001-01,1101,Tea dry,6,Beverages,0.1923684210984833,2
1077-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",38.47368421969667,2
1077-001-01,6011,Onions,4,Vegetables,17.120789477765012,2
1077-001-01,6012,Tomatoes,4,Vegetables,37.70421053530273,2
1077-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,41.71402598396866,2
1077-001-01,6021,Cabbage,4,Vegetables,32.5743859726765,2
1079-001-01,102,Rice (husked),1,Cereals and cereal products,35.78834195188237,2
1079-001-01,104,Maize (grain),1,Cereals and cereal products,53.68251292782356,2
1079-001-01,105,Maize (flour),1,Cereals and cereal products,71.57668390376475,2
1079-001-01,205,Irish potatoes,2,Starches,33.283158015250606,2
1079-001-01,301,Sugar,7,Sugar and sweets,17.894170975941186,2
1079-001-01,704,Sugarcane,5,Fruits,35.78834195188237,2
1079-001-01,901,Fresh milk,12,Milk and milk products,132.14845265732566,2
1079-001-01,1001,Cooking oil,11,Oil and fats,8.15079487954121,2
1079-001-01,1003,Salt,13,Spices and other foods,4.473542743985297,2
1079-001-01,1101,Tea dry,6,Beverages,2.684125646391178,2
1079-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",17.89417097594119,2
1079-001-01,6011,Onions,4,Vegetables,0.39814530421469135,2
1079-001-01,6012,Tomatoes,4,Vegetables,8.768143778211181,2
1079-001-01,6023,Other green vegetable,4,Vegetables,2.9600236542607345,2
1079-001-01,8081,Dagaa (fresh),9,"Meat, meat products and fish",4.473542743985297,2
1080-001-01,105,Maize (flour),1,Cereals and cereal products,306.28217706207124,2
1080-001-01,205,Irish potatoes,2,Starches,23.736868722310522,2
1080-001-01,206,"Cooking bananas, plantains",2,Starches,12.213001810350091,2
1080-001-01,301,Sugar,7,Sugar and sweets,38.285272132758905,2
1080-001-01,901,Fresh milk,12,Milk and milk products,13.46365403335355,2
1080-001-01,1001,Cooking oil,11,Oil and fats,11.625960970981122,2
1080-001-01,1003,Salt,13,Spices and other foods,6.3808786887931515,2
1080-001-01,1101,Tea dry,6,Beverages,1.27617573775863,2
1080-001-01,6011,Onions,4,Vegetables,3.9752874231181323,2
1080-001-01,6012,Tomatoes,4,Vegetables,14.007304897638724,2
1081-001-01,102,Rice (husked),1,Cereals and cereal products,94.2953457566159,2
1081-001-01,104,Maize (grain),1,Cereals and cereal products,94.2953457566159,2
1081-001-01,105,Maize (flour),1,Cereals and cereal products,235.73836439153973,2
1081-001-01,109,Bread,1,Cereals and cereal products,18.85906915132318,2
1081-001-01,111,"Macaroni, spaghetti",1,Cereals and cereal products,21.216452795238578,2
1081-001-01,205,Irish potatoes,2,Starches,43.84733577682639,2
1081-001-01,301,Sugar,7,Sugar and sweets,47.14767287830795,2
1081-001-01,701,Ripe bananas,5,Fruits,20.03776097328088,2
1081-001-01,801,Goat meat,9,"Meat, meat products and fish",34.18206283677326,2
1081-001-01,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",23.573836439153975,2
1081-001-01,901,Fresh milk,12,Milk and milk products,696.3711284126084,2
1081-001-01,1001,Cooking oil,11,Oil and fats,42.90438231926023,2
1081-001-01,1003,Salt,13,Spices and other foods,9.42953457566159,2
1081-001-01,1081,Wheat flour,1,Cereals and cereal products,47.14767287830795,2
1081-001-01,1101,Tea dry,6,Beverages,2.3573836439153975,2
1081-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",23.57383643915398,2
1081-001-01,6011,Onions,4,Vegetables,10.490357215423517,2
1081-001-01,6012,Tomatoes,4,Vegetables,23.102359710370894,2
1081-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,34.07903855006999,2
1081-001-01,6021,Cabbage,4,Vegetables,19.959181518483696,2
1081-001-01,6023,Other green vegetable,4,Vegetables,15.598177434514918,2
1081-001-01,11011,Buns,1,Cereals and cereal products,19.802022608889338,2
1082-001-01,102,Rice (husked),1,Cereals and cereal products,99.36110850600826,2
1082-001-01,104,Maize (grain),1,Cereals and cereal products,85.4505533151671,2
1082-001-01,105,Maize (flour),1,Cereals and cereal products,82.27099784297484,2
1082-001-01,301,Sugar,7,Sugar and sweets,49.68055425300413,2
1082-001-01,801,Goat meat,9,"Meat, meat products and fish",36.018401833427994,2
1082-001-01,901,Fresh milk,12,Milk and milk products,366.8908931584355,2
1082-001-01,1001,Cooking oil,11,Oil and fats,45.20930437023376,2
1082-001-01,1003,Salt,13,Spices and other foods,12.420138563251033,2
1082-001-01,1101,Tea dry,6,Beverages,2.4840277126502066,2
1082-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",24.84027712650207,2
1082-001-01,6011,Onions,4,Vegetables,44.215693285173664,2
1082-001-01,6012,Tomatoes,4,Vegetables,48.686943167944044,2
1082-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,53.864764267801085,2
1082-001-01,6023,Other green vegetable,4,Vegetables,115.05303169437147,2
1082-001-01,7022,Orange/tangerine,5,Fruits,37.260415689753096,2
1083-001-01,105,Maize (flour),1,Cereals and cereal products,635.919749692216,2
1083-001-01,205,Irish potatoes,2,Starches,28.919722456752904,2
1083-001-01,301,Sugar,7,Sugar and sweets,31.795987484610798,2
1083-001-01,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",11.128595619613778,2
1083-001-01,901,Fresh milk,12,Milk and milk products,335.44766796264395,2
1083-001-01,1001,Cooking oil,11,Oil and fats,28.966144598480437,2
1083-001-01,1003,Salt,13,Spices and other foods,15.897993742305399,2
1083-001-01,1101,Tea dry,6,Beverages,3.1795987484610793,2
1083-001-01,6011,Onions,4,Vegetables,17.48842903628563,2
1083-001-01,6012,Tomatoes,4,Vegetables,61.69693411513879,2
1083-001-01,6021,Cabbage,4,Vegetables,26.920602736970473,2
1095-001-01,104,Maize (grain),1,Cereals and cereal products,83.26438275105957,2
1095-001-01,105,Maize (flour),1,Cereals and cereal products,277.54794250353194,2
1095-001-01,109,Bread,1,Cereals and cereal products,11.101917700141277,2
1095-001-01,205,Irish potatoes,2,Starches,96.02048618852191,2
1095-001-01,206,"Cooking bananas, plantains",2,Starches,41.632191375529786,2
1095-001-01,301,Sugar,7,Sugar and sweets,55.509588500706386,2
1095-001-01,807,Eggs,10,Eggs,60.84961091447434,2
1095-001-01,901,Fresh milk,12,Milk and milk products,204.96915553885833,2
1095-001-01,1001,Cooking oil,11,Oil and fats,25.256862767821406,2
1095-001-01,1003,Salt,13,Spices and other foods,5.550958850070638,2
1095-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",55.5095885007064,2
1095-001-01,6011,Onions,4,Vegetables,9.781899685594478,2
1095-001-01,6012,Tomatoes,4,Vegetables,12.838257628443372,2
1095-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,7.021552197855738,2
1095-001-01,6021,Cabbage,4,Vegetables,14.099435479179421,2
1095-001-01,6023,Other green vegetable,4,Vegetables,9.182302729826704,2
1095-001-01,7022,Orange/tangerine,5,Fruits,7.806035882911836,2
1095-001-01,8041,Chicken,9,"Meat, meat products and fish",36.08123252545915,2
1096-001-01,105,Maize (flour),1,Cereals and cereal products,232.7519347389164,2
1096-001-01,205,Irish potatoes,2,Starches,61.84551408776922,2
1096-001-01,301,Sugar,7,Sugar and sweets,33.25027639127377,2
1096-001-01,801,Goat meat,9,"Meat, meat products and fish",24.106450383673486,2
1096-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",29.403769779697143,2
1096-001-01,901,Fresh milk,12,Milk and milk products,245.5532911495568,2
1096-001-01,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,194.11511357225626,2
1096-001-01,1001,Cooking oil,11,Oil and fats,15.145500896225203,2
1096-001-01,1003,Salt,13,Spices and other foods,8.312569097818443,2
1096-001-01,1101,Tea dry,6,Beverages,0.299252487521464,2
1096-001-01,6011,Onions,4,Vegetables,27.13654807121026,2
1096-001-01,6012,Tomatoes,4,Vegetables,34.96399563648002,2
1096-001-01,6021,Cabbage,4,Vegetables,56.30380135589025,2
1096-001-01,6022,Chiness/spinach,4,Vegetables,12.302602264771295,2
1096-001-01,7022,Orange/tangerine,5,Fruits,24.93770729345533,2
1096-001-01,7031,Mangoes,5,Fruits,23.940199001717115,2
1096-001-01,11011,Buns,1,Cereals and cereal products,26.600221113019018,2
1096-001-03,102,Rice (husked),1,Cereals and cereal products,109.81652769131836,2
1096-001-03,109,Bread,1,Cereals and cereal products,82.36239576848878,2
1096-001-03,201,Cassava fresh,2,Starches,136.17249433723478,2
1096-001-03,203,Sweet potatoes,2,Starches,92.24588326070742,2
1096-001-03,206,"Cooking bananas, plantains",2,Starches,137.27065961414795,2
1096-001-03,301,Sugar,7,Sugar and sweets,27.45413192282959,2
1096-001-03,701,Ripe bananas,5,Fruits,46.6720242688103,2
1096-001-03,801,Goat meat,9,"Meat, meat products and fish",39.80849128810291,2
1096-001-03,802,Beef (including minced sausage),9,"Meat, meat products and fish",48.55628657403714,2
1096-001-03,807,Eggs,10,Eggs,4.777018954572348,2
1096-001-03,901,Fresh milk,12,Milk and milk products,405.497528500193,2
1096-001-03,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,320.5544443309583,2
